row_count,loss,perplexity,top1_accuracy,top1_ci_low,top1_ci_high,mrr,mrr_ci_low,mrr_ci_high,mean_target_value_probability,target_value_probability_ci_low,target_value_probability_ci_high,mean_first_relevant_value_rank,method
60,5.327356,205.892956,0.016667,0.0,0.05,0.035577,0.014753,0.069692,0.005179,0.004705,0.00571,116.633333,no_position
60,5.327309,205.883291,0.016667,0.0,0.05,0.03572,0.01419,0.07483,0.00518,0.004731,0.00569,112.3,alibi
60,5.327334,205.888433,0.016667,0.0,0.066667,0.03522,0.014134,0.07105,0.005179,0.004713,0.005608,112.7,rope_relative
60,5.327454,205.913115,0.016667,0.0,0.05,0.032703,0.012686,0.068529,0.005179,0.004688,0.005708,110.866667,sinusoidal
60,5.327313,205.884101,0.016667,0.0,0.05,0.034337,0.013603,0.071303,0.005179,0.004704,0.00563,110.066667,phasewrap_score
60,5.327362,205.894043,0.016667,0.0,0.05,0.035159,0.014221,0.080195,0.005179,0.004715,0.005661,110.8,phasewrap_residual_adapter
60,5.327339,205.889471,0.016667,0.0,0.05,0.035684,0.013534,0.073384,0.005179,0.004724,0.005653,111.983333,phasewrap_distance_adapter
