provider,window_id,source_lane_id,circuit_template,phasewrap_mae_margin,minimum_shot_noise_separation_margin,passes_stage103_lower_mae_rule,passes_stage146_shot_noise_separation
ibm_runtime,ibm_runtime__independent_window_00,ibm_cx_seed314_rows16_shots4096,two_ry_cx_parity_z_readout_v1,,0.003828125,False,False
ibm_runtime,ibm_runtime__independent_window_00,ibm_product_seed314_rows16_shots4096,two_ry_product_state_z_readout_v1,,0.003828125,False,False
ibm_runtime,ibm_runtime__independent_window_01,ibm_cx_seed314_rows16_shots4096,two_ry_cx_parity_z_readout_v1,,0.003828125,False,False
ibm_runtime,ibm_runtime__independent_window_01,ibm_product_seed314_rows16_shots4096,two_ry_product_state_z_readout_v1,,0.003828125,False,False
